generation,lifecycle_stage,strategy,timeframe,exit_reason_raw,trades,share_of_trades,winners,losers,win_rate,net_R,expectancy_R,PF,avg_win_R,avg_loss_R,median_R,std_R,best_trade_R,worst_trade_R,average_holding_hours,median_holding_hours,average_MAE_R,median_MAE_R,average_MFE_R,median_MFE_R,small_sample_flag
v1,true_oos,T2,H1,INITIAL_STOP,15,0.217391304347826,0,15,0,-15.31089266436,-1.020726177624,0,NA,-1.020726177624,-1.01222370907,0.0192689093631242,-1.00183290169,-1.06840176724,14.0666666666667,5,0.662556506280733,0.611904162728,0.4246958141168,0.342144715991,true
v1,true_oos,T2,M30,ATR_TRAILING_STOP,104,0.608187134502924,53,51,0.509615384615385,88.1708151990003,0.847796299990388,4.50521412197414,2.13820760857585,-0.493219373637637,0.01129763842095,2.54779067948772,14.6116728165,-0.986644091222,28.1923076923077,20.75,0.447969562913169,0.429808323066,2.36421914708353,1.36948577293,false
v1,true_oos,T2,M30,EMA50_TREND_LOSS,21,0.12280701754386,0,21,0,-12.677754380538,-0.603702589549429,0,NA,-0.603702589549429,-0.681086317802,0.189664350399673,-0.32759946142,-0.983281399911,6.47619047619048,3.5,0.388618931468905,0.416518452069,0.371481808330252,0.32200826414,true
v1,true_oos,T2,M30,INITIAL_STOP,46,0.269005847953216,0,46,0,-47.37923751896,-1.02998342432522,0,NA,-1.02998342432522,-1.027903628185,0.0251588399789653,-1.00403432469,-1.10376364805,2.44565217391304,1.5,0.610098977337565,0.694977576738,0.22780607542432,0.1548892958655,false
v1,true_oos,T3,H1,ATR_TRAILING_STOP,97,1,43,54,0.443298969072165,57.2306821034161,0.59000703199398,2.67722820365194,2.12448515739393,-0.63189221600968,-0.132089407519,1.82121052333895,7.23850694164,-1.04792554046,31.9175257731959,24,0.524128813682817,0.466572969169,1.99759433277116,1.26532670585,false
v1,true_oos,T3,M30,ATR_TRAILING_STOP,162,1,72,90,0.444444444444444,72.7030270730298,0.448784117734752,2.098412951334,1.92905810942392,-0.735435075616584,-0.1580669778035,2.25638728793451,14.3471077532,-1.06645397314,15.5216049382716,14.25,0.561388736137773,0.5829049223525,1.86074026141096,1.088189456805,false
v1,walk_forward,T2,H1,ATR_TRAILING_STOP,26,0.787878787878788,16,10,0.615384615384615,33.616890397378,1.29295732297608,7.3089176660257,2.43408514254144,-0.5328471883285,0.4516983153065,3.19088966012037,15.3747740568,-1.11000181041,55.1538461538462,45.5,0.410535248793758,0.4042884874295,3.13933682504219,2.37186152787,true
v1,walk_forward,T2,H1,EMA50_TREND_LOSS,1,0.0303030303030303,0,1,0,-0.577438206774,-0.577438206774,0,NA,-0.577438206774,-0.577438206774,0,-0.577438206774,-0.577438206774,19,19,0.44418323598,0.44418323598,0.253818991989,0.253818991989,true
v1,walk_forward,T2,H1,INITIAL_STOP,6,0.181818181818182,0,6,0,-6.0849391294,-1.01415652156667,0,NA,-1.01415652156667,-1.006980570795,0.017355500455297,-1.00422195439,-1.05287252496,9,7.5,0.638133363190167,0.6612807935395,0.12642828772085,0.09394812983705,true
v1,walk_forward,T2,M30,ATR_TRAILING_STOP,44,0.656716417910448,21,23,0.477272727272727,28.4889322059506,0.647475731953423,3.710211362081,1.85717302247448,-0.457030489826668,-0.020114990256685,1.74323945734191,8.6411459116,-1.02749233241,18.2954545454545,17.5,0.429430982362689,0.4896058554075,2.18766698517652,1.47427490805,false
